slug,title,date,month,year,category,sub_category,authors,keywords,jel_codes,page_url,pdf_url,extra_pdf_urls,cited_external_pdfs,pdf_path,fulltext_path,word_count
adopting-household-solar-in-pakistan,Adopting Household Solar in Pakistan,2023-10-03,2023-10,2023,Policy and Research,Policy and Research; Discourse 2023-05,Amer Zafar Durrani,,,https://pide.org.pk/research/adopting-household-solar-in-pakistan/,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-08-adopting-household-solar-in-pakistan.pdf,,,pdfs/2023/10/discourse-2023-05-08-adopting-household-solar-in-pakistan.pdf,data/fulltext/adopting-household-solar-in-pakistan.txt,1142
village-government-a-concept-that-needs-attention,Village Government: A Concept that Needs Attention,2023-10-02,2023-10,2023,Policy and Research,Policy and Research; Discourse 2023-05,Muazam Ali,,,https://pide.org.pk/research/village-government-a-concept-that-needs-attention/,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-20-village-government-a-concept-that-needs-attention.pdf,,,pdfs/2023/10/discourse-2023-05-20-village-government-a-concept-that-needs-attention.pdf,data/fulltext/village-government-a-concept-that-needs-attention.txt,1203
time-for-a-review-of-the-constitution-to-weed-out-anomalies,Time for a Review of the Constitution to Weed out Anomalies!,2023-10-02,2023-10,2023,Policy and Research,Policy and Research; Discourse 2023-05,Ahmed Bilal Mehboob,,,https://pide.org.pk/research/time-for-a-review-of-the-constitution-to-weed-out-anomalies/,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-15-time-for-a-review-of-the-constitution-to-weed-out-anomalies.pdf,,,pdfs/2023/10/discourse-2023-05-15-time-for-a-review-of-the-constitution-to-weed-out-anomalies.pdf,data/fulltext/time-for-a-review-of-the-constitution-to-weed-out-anomalies.txt,1718
the-rise-of-womens-cricket-breaking-boundaries-and-shattering-stereotypes,The Rise of Women’s Cricket: Breaking Boundaries and Shattering Stereotypes,2023-10-02,2023-10,2023,Policy and Research,Policy and Research; Discourse 2023-05,Daniyal Mehdi,,,https://pide.org.pk/research/the-rise-of-womens-cricket-breaking-boundaries-and-shattering-stereotypes/,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-26-the-rise-of-womens-cricket-breaking-boundaries-and-shattering-stereotypes.pdf,,,pdfs/2023/10/discourse-2023-05-26-the-rise-of-womens-cricket-breaking-boundaries-and-shattering-stereotypes.pdf,data/fulltext/the-rise-of-womens-cricket-breaking-boundaries-and-shattering-stereotypes.txt,1268
the-imf-putting-the-evil-back-in-necessary-evil,The IMF: Putting the ‘Evil’ Back in ‘Necessary Evil’,2023-10-02,2023-10,2023,Policy and Research,Policy and Research; Discourse 2023-05,Taha Masud,,,https://pide.org.pk/research/the-imf-putting-the-evil-back-in-necessary-evil/,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-21-the-imf-putting-the-evil-back-in-necessary-evil.pdf,,,pdfs/2023/10/discourse-2023-05-21-the-imf-putting-the-evil-back-in-necessary-evil.pdf,data/fulltext/the-imf-putting-the-evil-back-in-necessary-evil.txt,1053
the-art-of-living-and-the-life-of-art-soul-searching-in-riffat-abbass-city-of-salt,The Art of Living and the Life of Art: Soul Searching in Riffat Abbas’s City of Salt,2023-10-02,2023-10,2023,Policy and Research,Policy and Research; Discourse 2023-05,Waqas Manzoor,,,https://pide.org.pk/research/the-art-of-living-and-the-life-of-art-soul-searching-in-riffat-abbass-city-of-salt/,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-29-the-art-of-living-and-the-life-of-art.pdf,,,pdfs/2023/10/discourse-2023-05-29-the-art-of-living-and-the-life-of-art.pdf,data/fulltext/the-art-of-living-and-the-life-of-art-soul-searching-in-riffat-abbass-city-of-salt.txt,1706
rethinking-the-constitution,Rethinking the Constitution,2023-10-02,2023-10,2023,Policy and Research,Policy and Research; Discourse 2023-05,Nadeem F. Paracha,,,https://pide.org.pk/research/rethinking-the-constitution/,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-16-rethinking-the-constitution.pdf,,,pdfs/2023/10/discourse-2023-05-16-rethinking-the-constitution.pdf,data/fulltext/rethinking-the-constitution.txt,1077
reconfiguring-pakistans-economy,Reconfiguring Pakistan’s Economy,2023-10-02,2023-10,2023,Policy and Research,Policy and Research; Discourse 2023-05,Ammar H. Khan,,,https://pide.org.pk/research/reconfiguring-pakistans-economy/,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-18-reconfiguring-pakistans-economy.pdf,,,pdfs/2023/10/discourse-2023-05-18-reconfiguring-pakistans-economy.pdf,data/fulltext/reconfiguring-pakistans-economy.txt,1014
psychogeographical-deceit-state-esque-narratology,Psychogeographical Deceit; State-esque Narratology,2023-10-02,2023-10,2023,Policy and Research,Policy and Research; Discourse 2023-05,Rida Akhtar Ghumman,,,https://pide.org.pk/research/psychogeographical-deceit-state-esque-narratology/,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-23-psychogeographical-deceit-state-esque-narratology.pdf,,,pdfs/2023/10/discourse-2023-05-23-psychogeographical-deceit-state-esque-narratology.pdf,data/fulltext/psychogeographical-deceit-state-esque-narratology.txt,1103
pide-bi-monthly-roundup-3,PIDE Bi-Monthly Roundup (Discourse 2023-05),2023-10-02,2023-10,2023,Policy and Research,Policy and Research; Discourse 2023-05,,,,https://pide.org.pk/research/pide-bi-monthly-roundup-3/,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-30-pide-bi-monthly-roundup.pdf,,,pdfs/2023/10/discourse-2023-05-30-pide-bi-monthly-roundup.pdf,data/fulltext/pide-bi-monthly-roundup-3.txt,269
pakistans-constitution-reform-or-overhaul,Pakistan’s Constitution: Reform or Overhaul?,2023-10-02,2023-10,2023,Policy and Research,Policy and Research; Discourse 2023-05,,,,https://pide.org.pk/research/pakistans-constitution-reform-or-overhaul/,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-14-reform-or-overhaul.pdf,,,pdfs/2023/10/discourse-2023-05-14-reform-or-overhaul.pdf,data/fulltext/pakistans-constitution-reform-or-overhaul.txt,587
health-and-climate-change,Health and Climate Change,2023-10-02,2023-10,2023,Policy and Research,Policy and Research; Discourse 2023-05,Aisha Khan,,,https://pide.org.pk/research/health-and-climate-change/,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-17-health-and-climate-change.pdf,,,pdfs/2023/10/discourse-2023-05-17-health-and-climate-change.pdf,data/fulltext/health-and-climate-change.txt,1405
frustration-and-hopelessness-in-the-youth,Frustration and Hopelessness in the Youth,2023-10-02,2023-10,2023,Policy and Research,Policy and Research; Discourse 2023-05,Abdul Rahman,,,https://pide.org.pk/research/frustration-and-hopelessness-in-the-youth/,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-13-frustration-and-hopelessness-in-the-youth.pdf,,,pdfs/2023/10/discourse-2023-05-13-frustration-and-hopelessness-in-the-youth.pdf,data/fulltext/frustration-and-hopelessness-in-the-youth.txt,1216
formal-domestic-retail-and-the-story-of-chain-stores-in-pakistan,Formal Domestic Retail and the Story of Chain Stores in Pakistan,2023-10-02,2023-10,2023,Policy and Research,Policy and Research; Discourse 2023-05,Raja Rafi Ullah,,,https://pide.org.pk/research/formal-domestic-retail-and-the-story-of-chain-stores-in-pakistan/,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-25-formal-domestic-retail-and-the-story-of-chain-stores-in-pakistan.pdf,,,pdfs/2023/10/discourse-2023-05-25-formal-domestic-retail-and-the-story-of-chain-stores-in-pakistan.pdf,data/fulltext/formal-domestic-retail-and-the-story-of-chain-stores-in-pakistan.txt,891
form-and-function-economics-and-the-musical-arts,Form and Function: Economics and the Musical Arts,2023-10-02,2023-10,2023,Policy and Research,Policy and Research; Discourse 2023-05,Fasi Zaka,,,https://pide.org.pk/research/form-and-function-economics-and-the-musical-arts/,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-28-forms-and-function-economics-and-the-musical-arts.pdf,,,pdfs/2023/10/discourse-2023-05-28-forms-and-function-economics-and-the-musical-arts.pdf,data/fulltext/form-and-function-economics-and-the-musical-arts.txt,1077
culture-conflict-and-the-monopolization-of-female-attention,"Culture, Conflict, and the Monopolization of Female Attention",2023-10-02,2023-10,2023,Policy and Research,Policy and Research; Discourse 2023-05,Ali Shah,,,https://pide.org.pk/research/culture-conflict-and-the-monopolization-of-female-attention/,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-19-culture-conflict-and-the-monopolisation-of-femal-attention.pdf,,,pdfs/2023/10/discourse-2023-05-19-culture-conflict-and-the-monopolisation-of-femal-attention.pdf,data/fulltext/culture-conflict-and-the-monopolization-of-female-attention.txt,1410
constitutional-evolution,Constitutional Evolution,2023-10-02,2023-10,2023,Policy and Research,Policy and Research; Discourse 2023-05,Farhatullah Babar,,,https://pide.org.pk/research/constitutional-evolution/,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-22-constitutional-evolution.pdf,,,pdfs/2023/10/discourse-2023-05-22-constitutional-evolution.pdf,data/fulltext/constitutional-evolution.txt,1358
a-dynamic-export-culture-is-imperative,A Dynamic Export Culture is Imperative,2023-10-02,2023-10,2023,Policy and Research,Policy and Research; Discourse 2023-05,Gohar Ejaz,,,https://pide.org.pk/research/a-dynamic-export-culture-is-imperative/,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-24-a-dynamic-export-culture-is-imperative.pdf,,,pdfs/2023/10/discourse-2023-05-24-a-dynamic-export-culture-is-imperative.pdf,data/fulltext/a-dynamic-export-culture-is-imperative.txt,856
a-comprehensive-overview-of-sports-and-its-potential,A Comprehensive Overview of Sports and its Potential,2023-10-02,2023-10,2023,Policy and Research,Policy and Research; Discourse 2023-05,Muhammad Asif Khuman,,,https://pide.org.pk/research/a-comprehensive-overview-of-sports-and-its-potential/,https://file.pide.org.pk/pdfpideresearch/discourse-2023-05-27-a-comprehensive-overview-of-sports-and-its-potential.pdf,,,pdfs/2023/10/discourse-2023-05-27-a-comprehensive-overview-of-sports-and-its-potential.pdf,data/fulltext/a-comprehensive-overview-of-sports-and-its-potential.txt,943
media-coverage-of-world-bank-event,Media Coverage of World Bank Event,2023-09-28,2023-09,2023,PIDE in Press,PIDE in Press,,,,https://pide.org.pk/research/media-coverage-of-world-bank-event/,https://file.pide.org.pk/pdfpideinpress/pip-media-coverage-of-world-bank-event.pdf,,,pdfs/2023/09/pip-media-coverage-of-world-bank-event.pdf,,0
engineering-evolution-or-devolution,Engineering evolution or devolution?,2023-09-27,2023-09,2023,PIDE in Press,PIDE in Press,Mohammad Armughan,,,https://pide.org.pk/research/engineering-evolution-or-devolution/,https://file.pide.org.pk/pdfpideinpress/pip-engineering-evolution-or-devolution.pdf,,,pdfs/2023/09/pip-engineering-evolution-or-devolution.pdf,data/fulltext/engineering-evolution-or-devolution.txt,962
impact-of-export-financing-schemes-on-export-performance-qualitative-approach,Impact of Export Financing Schemes on Export Performance Qualitative Approach,2023-09-26,2023-09,2023,Working Paper,Working Paper; Center for Industry‚ Trade &amp; Digital Economy,Uzma Zia; Fozia Tabussom,SBP; FBR; Export Financing Schemes; Exporting Firms; Stagnant Export Performance; Commercial Banks,,https://pide.org.pk/research/impact-of-export-financing-schemes-on-export-performance-qualitative-approach/,https://file.pide.org.pk/pdfpideresearch/wp-23-13-impact-of-export-financing-schemes-on-export-performance-qualitative-approach.pdf,,,pdfs/2023/09/wp-23-13-impact-of-export-financing-schemes-on-export-performance-qualitative-approach.pdf,data/fulltext/impact-of-export-financing-schemes-on-export-performance-qualitative-approach.txt,377
a-biased-index,A biased index?,2023-09-26,2023-09,2023,PIDE in Press,PIDE in Press,Abida Naurin,,,https://pide.org.pk/research/a-biased-index/,https://file.pide.org.pk/pdfpideinpress/pip-a-biased-index.pdf,,,pdfs/2023/09/pip-a-biased-index.pdf,data/fulltext/a-biased-index.txt,795
unraveling-state-of-engineering-industry,Unraveling state of engineering industry,2023-09-21,2023-09,2023,PIDE in Press,PIDE in Press,Abid Rehman,,,https://pide.org.pk/research/unraveling-state-of-engineering-industry/,https://file.pide.org.pk/pdfpideinpress/pip-unraveling-state-of-engineering-industry.pdf,,,pdfs/2023/09/pip-unraveling-state-of-engineering-industry.pdf,data/fulltext/unraveling-state-of-engineering-industry.txt,891
economic-management-in-a-multiple-equilibria-economy,Economic Management In A Multiple Equilibria Economy,2023-09-21,2023-09,2023,Webinars Brief,Webinars Brief; Macro Policy Lab; Center for Governance‚ Markets and Regulatory Analysis,Zainab Fatima,,,https://pide.org.pk/research/economic-management-in-a-multiple-equilibria-economy/,https://file.pide.org.pk/pdfpideresearch/wb-122-economic-management-in-a-multiple-equilibria-economy.pdf,,,pdfs/2023/09/wb-122-economic-management-in-a-multiple-equilibria-economy.pdf,data/fulltext/economic-management-in-a-multiple-equilibria-economy.txt,1067
3rd-rasta-conference-media-coverage,3rd RASTA Conference – Media Coverage,2023-09-21,2023-09,2023,PIDE in Press,PIDE in Press,,,,https://pide.org.pk/research/3rd-rasta-conference-media-coverage/,https://file.pide.org.pk/pdfpideinpress/pip-3rd-rasta-conference-media-coverage.pdf,,,pdfs/2023/09/pip-3rd-rasta-conference-media-coverage.pdf,,0
is-corruption-perception-index-biased-an-ethnicity-based-analysis,Is Corruption Perception Index Biased? An Ethnicity Based Analysis,2023-09-19,2023-09,2023,Working Paper,Working Paper; Macro Policy Lab; Center for Governance‚ Markets and Regulatory Analysis,Abida Naurin,CORRUPTION; Economic Growth; Ethnicity; Cross-Country Panel Data; PCSE regression,,https://pide.org.pk/research/is-corruption-perception-index-biased-an-ethnicity-based-analysis/,https://file.pide.org.pk/pdfpideresearch/wp-23-11-is-corruption-perception-index-biased-an-ethnicity-based-analysis.pdf,,,pdfs/2023/09/wp-23-11-is-corruption-perception-index-biased-an-ethnicity-based-analysis.pdf,data/fulltext/is-corruption-perception-index-biased-an-ethnicity-based-analysis.txt,321
federal-tax-revenue-forecasting-of-pakistan-alternative-approaches,Federal Tax Revenue Forecasting of Pakistan: Alternative Approaches,2023-09-19,2023-09,2023,Working Paper,Working Paper; Macro Policy Lab; Center for Governance‚ Markets and Regulatory Analysis,Syeda Um Ul Baneen,LASSO; Tax Revenue Forecasting; Buoyancy Approach; Marginal Tax Rate,C13; H20; B41; B26,https://pide.org.pk/research/federal-tax-revenue-forecasting-of-pakistan-alternative-approaches/,https://file.pide.org.pk/pdfpideresearch/wp-23-12-federal-tax-revenue-forecasting-of-pakistan-alternative-approaches.pdf,,,pdfs/2023/09/wp-23-12-federal-tax-revenue-forecasting-of-pakistan-alternative-approaches.pdf,data/fulltext/federal-tax-revenue-forecasting-of-pakistan-alternative-approaches.txt,408
decoupling-of-energy-and-growth-in-pakistan,Decoupling of energy and growth in Pakistan,2023-09-19,2023-09,2023,PIDE in Press,PIDE in Press,Afia Malik,,,https://pide.org.pk/research/decoupling-of-energy-and-growth-in-pakistan/,https://file.pide.org.pk/pdfpideinpress/pip-decoupling-of-energy-and-growth-in-pakistan.pdf,,,pdfs/2023/09/pip-decoupling-of-energy-and-growth-in-pakistan.pdf,data/fulltext/decoupling-of-energy-and-growth-in-pakistan.txt,907
timeworn-statistics,Timeworn statistics,2023-09-13,2023-09,2023,PIDE in Press,PIDE in Press,Muhammad Faisal Ali,,,https://pide.org.pk/research/timeworn-statistics/,https://file.pide.org.pk/pdfpideinpress/pip-timeworn-statistics.pdf,,,pdfs/2023/09/pip-timeworn-statistics.pdf,data/fulltext/timeworn-statistics.txt,844
media-coverage-of-roundtable-meeting-on-fixing-fiscal-policy,Media Coverage of Roundtable Meeting on Fixing Fiscal Policy,2023-09-12,2023-09,2023,PIDE in Press,PIDE in Press,,,,https://pide.org.pk/research/media-coverage-of-roundtable-meeting-on-fixing-fiscal-policy/,https://file.pide.org.pk/pdfpideinpress/pip-media-coverage-of-roundtable-meeting-on-fixing-fiscal-policy.pdf,,,pdfs/2023/09/pip-media-coverage-of-roundtable-meeting-on-fixing-fiscal-policy.pdf,,0
fixing-fiscal-policy,Fixing fiscal policy,2023-09-07,2023-09,2023,PIDE in Press,PIDE in Press,Nasir Iqbal,,,https://pide.org.pk/research/fixing-fiscal-policy/,https://file.pide.org.pk/pdfpideinpress/pip-fixing-fiscal-policy.pdf,,,pdfs/2023/09/pip-fixing-fiscal-policy.pdf,data/fulltext/fixing-fiscal-policy.txt,859
newsletter-august-2024,Newsletter: August 2024,2023-09-06,2023-09,2023,Newsletter,Newsletter,,,,https://pide.org.pk/research/newsletter-august-2024/,https://file.pide.org.pk/pdfpideresearch/nl-04-newsletter-august-2023.pdf,,,pdfs/2023/09/nl-04-newsletter-august-2023.pdf,,0
media-coverage-of-engineering-horizons-unraveling-the-state-of-industry-in-pakistan,Media Coverage of Engineering Horizons: Unraveling the State of Industry in Pakistan,2023-09-06,2023-09,2023,PIDE in Press,PIDE in Press,,,,https://pide.org.pk/research/media-coverage-of-engineering-horizons-unraveling-the-state-of-industry-in-pakistan/,https://file.pide.org.pk/pdfpideinpress/pip-media-coverage-of-engineering-horizons-unraveling-the-state-of-industry-in-pakistan.pdf,,,pdfs/2023/09/pip-media-coverage-of-engineering-horizons-unraveling-the-state-of-industry-in-pakistan.pdf,,0
